,Date,CCH00,CCN00,CCK00,CCU00,CCZ00,CCH01,CCK01,CCN01,CCU01,CCZ01,CCH02,CCK02,CCN02,CCU02,CCZ02,CCH03,CCK03,CCN03,CCU03,CCZ03,CCH04,CCK04,CCN04,CCU04,CCZ04,CCH05,CCK05,CCN05,CCU05,CCZ05,CCH06,CCK06,CCN06,CCU06,CCZ06,CCH07,CCK07,CCN07,CCU07,CCZ07,CCH08,CCK08,CCN08,CCU08,CCZ08,CCH09,CCK09,CCN09,CCU09,CCZ09,CCH10,CCK10,CCN10,CCU10,CCZ10,CCH11,CCK11,CCN11,CCU11,CCZ11,CCH12,CCK12,CCN12,CCU12,CCZ12,CCH13,CCK13,CCN13,CCU13,CCZ13,CCH14,CCK14,CCN14,CCU14,CCZ14,CCH15,CCK15,CCN15,CCU15,CCZ15,CCH16,CCK16,CCN16,CCU16,CCZ16,CCH17,CCK17,CCN17,CCU17,CCZ17,CCH18,CCK18,CCN18,CCU18,CCZ18,CCH19,CCK19,CCN19,CCU19,CCZ19,CCH20,CCK20,CCN20,CCU20,CCZ20,CCH21,CCK21,CCN21,CCU21,CCZ21,CCH22,CCK22,CCN22,CCU22,CCZ22,CCH23,CCK23,CCN23,CCU23,CCZ23,PnL,PNL,IS_ROLLING,Day
1350,2004-04-29,,,,,,,,,,,,,,,,,,,,,,,-80.0,,-60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-140.0,-1400.0,,
1351,2004-04-30,,,,,,,,,,,,,,,,,,,,,,,-80.0,,-60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-140.0,-1400.0,,
1352,2004-05-03,,,,,,,,,,,,,,,,,,,,,,,-220.0,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-160.0,-1600.0,,
1353,2004-05-04,,,,,,,,,,,,,,,,,,,,,,,-170.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-160.0,-1600.0,,
1354,2004-05-05,,,,,,,,,,,,,,,,,,,,,,,-335.0,,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-160.0,-1600.0,,
1355,2004-05-06,,,,,,,,,,,,,,,,,,,,,,,-340.0,,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-150.0,-1500.0,,
1356,2004-05-07,,,,,,,,,,,,,,,,,,,,,,,-365.0,,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-155.0,-1550.0,,
1357,2004-05-10,,,,,,,,,,,,,,,,,,,,,,,-355.0,,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-160.0,-1600.0,,
1358,2004-05-11,,,,,,,,,,,,,,,,,,,,,,,-355.0,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-155.0,-1550.0,,
1359,2004-05-12,,,,,,,,,,,,,,,,,,,,,,,-355.0,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-155.0,-1550.0,,
1360,2004-05-13,,,,,,,,,,,,,,,,,,,,,,,-430.0,,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-160.0,-1600.0,,
1361,2004-05-14,,,,,,,,,,,,,,,,,,,,,,,-535.0,,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-170.0,-1700.0,,
1362,2004-05-17,,,,,,,,,,,,,,,,,,,,,,,-575.0,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-175.0,-1750.0,,
1363,2004-05-18,,,,,,,,,,,,,,,,,,,,,,,-545.0,,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-165.0,-1650.0,,
1364,2004-05-19,,,,,,,,,,,,,,,,,,,,,,,-510.0,,355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-155.0,-1550.0,,
1365,2004-05-20,,,,,,,,,,,,,,,,,,,,,,,-65.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-150.0,-1500.0,,
1366,2004-05-21,,,,,,,,,,,,,,,,,,,,,,,-235.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-155.0,-1550.0,,
1367,2004-05-24,,,,,,,,,,,,,,,,,,,,,,,-305.0,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-165.0,-1650.0,,
1368,2004-05-25,,,,,,,,,,,,,,,,,,,,,,,-165.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-145.0,-1450.0,,
1369,2004-05-26,,,,,,,,,,,,,,,,,,,,,,,-230.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-150.0,-1500.0,,
1370,2004-05-27,,,,,,,,,,,,,,,,,,,,,,,40.0,,-185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-145.0,-1450.0,,
1371,2004-05-28,,,,,,,,,,,,,,,,,,,,,,,180.0,,-325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-145.0,-1450.0,,
1372,2004-05-31,,,,,,,,,,,,,,,,,,,,,,,180.0,,-325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-145.0,-1450.0,,
1373,2004-06-01,,,,,,,,,,,,,,,,,,,,,,,-30.0,,-150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-180.0,-1800.0,,
1374,2004-06-02,,,,,,,,,,,,,,,,,,,,,,,-435.0,,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-210.0,-2100.0,,
1375,2004-06-03,,,,,,,,,,,,,,,,,,,,,,,-415.0,,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-180.0,-1800.0,,
1376,2004-06-04,,,,,,,,,,,,,,,,,,,,,,,-475.0,,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-180.0,-1800.0,,
1377,2004-06-07,,,,,,,,,,,,,,,,,,,,,,,-480.0,,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-200.0,-2000.0,,
1378,2004-06-08,,,,,,,,,,,,,,,,,,,,,,,-360.0,,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-190.0,-1900.0,True,1.0
1379,2004-06-09,,,,,,,,,,,,,,,,,,,,,,,-344.0,660.0,162.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.0,4780.0,True,2.0
1380,2004-06-10,,,,,,,,,,,,,,,,,,,,,,,-386.0,638.0,198.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.0,4720.0,True,3.0
1381,2004-06-11,,,,,,,,,,,,,,,,,,,,,,,-386.0,638.0,198.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.0,4720.0,True,4.0
1382,2004-06-14,,,,,,,,,,,,,,,,,,,,,,,-432.0,572.0,238.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.0,4660.0,True,5.0
1383,2004-06-15,,,,,,,,,,,,,,,,,,,,,,,,637.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.0,6550.0,,
1384,2004-06-16,,,,,,,,,,,,,,,,,,,,,,,,732.0,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.0,6550.0,,
1385,2004-06-17,,,,,,,,,,,,,,,,,,,,,,,,677.0,,-22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.0,6550.0,,
1386,2004-06-18,,,,,,,,,,,,,,,,,,,,,,,,592.0,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.0,6600.0,,
1387,2004-06-21,,,,,,,,,,,,,,,,,,,,,,,,637.0,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.0,6750.0,,
1388,2004-06-22,,,,,,,,,,,,,,,,,,,,,,,,602.0,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.0,6750.0,,
1389,2004-06-23,,,,,,,,,,,,,,,,,,,,,,,,612.0,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.0,6850.0,,
1390,2004-06-24,,,,,,,,,,,,,,,,,,,,,,,,567.0,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.0,6700.0,,
1391,2004-06-25,,,,,,,,,,,,,,,,,,,,,,,,692.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.0,7000.0,,
1392,2004-06-28,,,,,,,,,,,,,,,,,,,,,,,,797.0,,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.0,7050.0,,
1393,2004-06-29,,,,,,,,,,,,,,,,,,,,,,,,807.0,,-122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.0,6850.0,,
1394,2004-06-30,,,,,,,,,,,,,,,,,,,,,,,,587.0,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.0,6850.0,,
1395,2004-07-01,,,,,,,,,,,,,,,,,,,,,,,,547.0,,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.0,6750.0,,
1396,2004-07-02,,,,,,,,,,,,,,,,,,,,,,,,467.0,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.0,6700.0,,
1397,2004-07-05,,,,,,,,,,,,,,,,,,,,,,,,467.0,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.0,6700.0,,
1398,2004-07-06,,,,,,,,,,,,,,,,,,,,,,,,572.0,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.0,6650.0,,
1399,2004-07-07,,,,,,,,,,,,,,,,,,,,,,,,977.0,,-292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.0,6850.0,,
1400,2004-07-08,,,,,,,,,,,,,,,,,,,,,,,,1007.0,,-327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.0,6800.0,,
1401,2004-07-09,,,,,,,,,,,,,,,,,,,,,,,,992.0,,-312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.0,6800.0,,
1402,2004-07-12,,,,,,,,,,,,,,,,,,,,,,,,1102.0,,-427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.0,6750.0,,
1403,2004-07-13,,,,,,,,,,,,,,,,,,,,,,,,1067.0,,-387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.0,6800.0,,
1404,2004-07-14,,,,,,,,,,,,,,,,,,,,,,,,1347.0,,-652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.0,6950.0,,
1405,2004-07-15,,,,,,,,,,,,,,,,,,,,,,,,1537.0,,-852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.0,6850.0,,
1406,2004-07-16,,,,,,,,,,,,,,,,,,,,,,,,1522.0,,-852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.0,6700.0,,
1407,2004-07-19,,,,,,,,,,,,,,,,,,,,,,,,1712.0,,-1047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.0,6650.0,,
1408,2004-07-20,,,,,,,,,,,,,,,,,,,,,,,,1632.0,,-972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.0,6600.0,,
1409,2004-07-21,,,,,,,,,,,,,,,,,,,,,,,,1902.0,,-1227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.0,6750.0,,
1410,2004-07-22,,,,,,,,,,,,,,,,,,,,,,,,1992.0,,-1322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.0,6700.0,,
1411,2004-07-23,,,,,,,,,,,,,,,,,,,,,,,,1982.0,,-1312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.0,6700.0,,
1412,2004-07-26,,,,,,,,,,,,,,,,,,,,,,,,1852.0,,-1192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.0,6600.0,,
1413,2004-07-27,,,,,,,,,,,,,,,,,,,,,,,,1902.0,,-1237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.0,6650.0,,
1414,2004-07-28,,,,,,,,,,,,,,,,,,,,,,,,2172.0,,-1497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.0,6750.0,,
1415,2004-07-29,,,,,,,,,,,,,,,,,,,,,,,,2197.0,,-1527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.0,6700.0,,
1416,2004-07-30,,,,,,,,,,,,,,,,,,,,,,,,2107.0,,-1437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.0,6700.0,,
1417,2004-08-02,,,,,,,,,,,,,,,,,,,,,,,,2342.0,,-1682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.0,6600.0,,
1418,2004-08-03,,,,,,,,,,,,,,,,,,,,,,,,2497.0,,-1837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.0,6600.0,,
1419,2004-08-04,,,,,,,,,,,,,,,,,,,,,,,,2517.0,,-1862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.0,6550.0,,
1420,2004-08-05,,,,,,,,,,,,,,,,,,,,,,,,2397.0,,-1747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,6500.0,,
1421,2004-08-06,,,,,,,,,,,,,,,,,,,,,,,,1932.0,,-1297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.0,6350.0,,
1422,2004-08-09,,,,,,,,,,,,,,,,,,,,,,,,1957.0,,-1327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.0,6300.0,True,1.0
1423,2004-08-10,,,,,,,,,,,,,,,,,,,,,,,,2109.0,280.0,-1487.0,-40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.0,8620.0,True,2.0
1424,2004-08-11,,,,,,,,,,,,,,,,,,,,,,,,1893.0,150.0,-1298.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.0,8310.0,True,3.0
1425,2004-08-12,,,,,,,,,,,,,,,,,,,,,,,,1963.0,237.0,-1354.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.0,8480.0,True,4.0
1426,2004-08-13,,,,,,,,,,,,,,,,,,,,,,,,1974.0,269.0,-1363.0,-30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.0,8500.0,True,5.0
1427,2004-08-16,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0,2290.0,,
1428,2004-08-17,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,2240.0,,
1429,2004-08-18,,,,,,,,,,,,,,,,,,,,,,,,,249.0,,-35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.0,2140.0,,
1430,2004-08-19,,,,,,,,,,,,,,,,,,,,,,,,,659.0,,-435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,2240.0,,
1431,2004-08-20,,,,,,,,,,,,,,,,,,,,,,,,,694.0,,-480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.0,2140.0,,
1432,2004-08-23,,,,,,,,,,,,,,,,,,,,,,,,,794.0,,-585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,2090.0,,
1433,2004-08-24,,,,,,,,,,,,,,,,,,,,,,,,,519.0,,-305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.0,2140.0,,
1434,2004-08-25,,,,,,,,,,,,,,,,,,,,,,,,,344.0,,-140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0,2040.0,,
1435,2004-08-26,,,,,,,,,,,,,,,,,,,,,,,,,539.0,,-330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,2090.0,,
1436,2004-08-27,,,,,,,,,,,,,,,,,,,,,,,,,584.0,,-365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.0,2190.0,,
1437,2004-08-30,,,,,,,,,,,,,,,,,,,,,,,,,599.0,,-400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0,1990.0,,
