,Date,LTF00,LTF01,LTH00,LTH01,LTK00,LTK01,LTN00,LTN01,LTU00,LTU01,LTX00,LTX01,LTF02,LTH02,LTK02,LTN02,LTU02,LTX02,LTF03,LTH03,LTK03,LTN03,LTU03,LTX03,LTF04,LTH04,LTK04,LTN04,LTU04,LTX04,LTF05,LTH05,LTK05,LTN05,LTU05,LTX05,LTF06,LTH06,LTK06,LTN06,LTU06,LTX06,LTF07,LTH07,LTK07,LTN07,LTU07,LTX07,LTF08,LTH08,LTK08,LTN08,LTU08,LTX08,LTF09,LTH09,LTK09,LTN09,LTU09,LTX09,LTF10,LTH10,LTK10,LTN10,LTU10,LTX10,LTF11,LTH11,LTK11,LTN11,LTU11,LTX11,LTF12,LTH12,LTK12,LTN12,LTU12,LTX12,LTF13,LTH13,LTK13,LTN13,LTU13,LTX13,LTF14,LTH14,LTK14,LTN14,LTU14,LTX14,LTF15,LTH15,LTK15,LTN15,LTU15,LTX15,LTF16,LTH16,LTK16,LTN16,LTU16,LTX16,LTF17,LTH17,LTK17,LTN17,LTU17,LTX17,LTF18,LTH18,LTK18,LTN18,LTU18,LTX18,LTF19,LTH19,LTK19,LTN19,LTU19,LTX19,LTF20,LTH20,LTK20,LTN20,LTU20,LTX20,LTF21,LTH21,LTK21,LTN21,LTU21,LTX21,LTF22,LTH22,LTK22,LTN22,LTU22,LTX22,LTF23,LTH23,LTK23,LTN23,LTU23,LTX23,PnL,PNL,IS_ROLLING,Day
1603,2005-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4410.0,,,,,,1274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3136.0,-3136.0,,
1604,2005-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4535.0,,,,,,1399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3136.0,-3136.0,,
1605,2005-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4535.0,,,,,,1399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3136.0,-3136.0,,
1606,2005-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4535.0,,,,,,1399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3136.0,-3136.0,,
1607,2005-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3910.0,,,,,,764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3146.0,-3146.0,,
1608,2005-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3935.0,,,,,,834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3101.0,-3101.0,,
1609,2005-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4835.0,,,,,,1634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3201.0,-3201.0,,
1610,2006-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4835.0,,,,,,1634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3201.0,-3201.0,,
1611,2006-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4060.0,,,,,,884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3176.0,-3176.0,,
1612,2006-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3810.0,,,,,,634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3176.0,-3176.0,,
1613,2006-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4135.0,,,,,,899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3236.0,-3236.0,,
1614,2006-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4215.0,,,,,,949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3266.0,-3266.0,,
1615,2006-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3960.0,,,,,,709.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3251.0,-3251.0,,
1616,2006-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4210.0,,,,,,959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3251.0,-3251.0,,
1617,2006-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3935.0,,,,,,684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3251.0,-3251.0,,
1618,2006-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3710.0,,,,,,409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3301.0,-3301.0,,
1619,2006-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1585.0,,,,,,-1691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3276.0,-3276.0,,
1620,2006-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1090.0,,,,,,-2216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3306.0,-3306.0,,
1621,2006-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1235.0,,,,,,-2116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3351.0,-3351.0,,
1622,2006-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1385.0,,,,,,-1966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3351.0,-3351.0,,
1623,2006-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1610.0,,,,,,-1741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3351.0,-3351.0,,
1624,2006-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1730.0,,,,,,-1616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3346.0,-3346.0,,
1625,2006-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-235.0,,,,,,-3091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3326.0,-3326.0,,
1626,2006-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-560.0,,,,,,-2816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3376.0,-3376.0,,
1627,2006-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-335.0,,,,,,-3051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3386.0,-3386.0,,
1628,2006-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1335.0,,,,,,-2041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3376.0,-3376.0,,
1629,2006-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.0,,,,,,-4266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3361.0,-3361.0,,
1630,2006-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.0,,,,,,-4041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3351.0,-3351.0,,
1631,2006-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865.0,,,,,,-5366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3501.0,-3501.0,,
1632,2006-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965.0,,,,,,-5366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3401.0,-3401.0,,
1633,2006-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2090.0,,,,,,-5491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3401.0,-3401.0,,
1634,2006-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1345.0,,,,,,-4741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3396.0,-3396.0,,
1635,2006-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1565.0,,,,,,-4966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3401.0,-3401.0,,
1636,2006-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.0,,,,,,-4001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3411.0,-3411.0,,
1637,2006-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.0,,,,,,-3876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3411.0,-3411.0,True,1.0
1638,2006-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1735.0,1523.0,,,,,-5172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1914.0,-1914.0,True,2.0
1639,2006-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1508.5,1371.0,,,,,-4944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2064.5,-2064.5,True,3.0
1640,2006-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408.5,1218.0,,,,,-4842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2215.5,-2215.5,True,4.0
1641,2006-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383.5,1116.0,,,,,-4816.5,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2215.0,-2215.0,True,5.0
1642,2006-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491.0,,,,,,-273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218.0,1218.0,,
1643,2006-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.75,,,,,,978.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218.0,1218.0,,
1644,2006-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.5,,,,,,479.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218.0,1218.0,,
1645,2006-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2488.5,,,,,,-1270.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218.0,1218.0,,
1646,2006-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2113.5,,,,,,-975.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138.0,1138.0,,
1647,2006-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613.5,,,,,,-475.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138.0,1138.0,,
1648,2006-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1863.5,,,,,,-725.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138.0,1138.0,,
1649,2006-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1663.5,,,,,,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558.0,1558.0,,
1650,2006-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238.5,,,,,,294.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533.0,1533.0,,
1651,2006-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.5,,,,,,169.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.0,1258.0,,
1652,2006-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1348.5,,,,,,-80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1268.0,1268.0,,
1653,2006-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.5,,,,,,-1055.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913.0,913.0,,
1654,2006-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098.5,,,,,,-1180.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918.0,918.0,,
1655,2006-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098.5,,,,,,-1505.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.0,593.0,,
1656,2006-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328.5,,,,,,-745.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.0,583.0,,
1657,2006-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.5,,,,,,-130.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.0,558.0,,
1658,2006-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1188.5,,,,,,-620.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.0,568.0,,
1659,2006-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673.5,,,,,,-1085.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.0,588.0,,
1660,2006-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1813.5,,,,,,-1315.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.0,498.0,,
1661,2006-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1813.5,,,,,,-1315.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.0,498.0,,
1662,2006-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1663.5,,,,,,-1430.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0,233.0,,
1663,2006-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763.5,,,,,,-1530.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0,233.0,,
1664,2006-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2138.5,,,,,,-1905.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0,233.0,,
1665,2006-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.5,,,,,,-1780.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0,233.0,,
1666,2006-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.5,,,,,,-2030.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.0,-17.0,,
1667,2006-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1848.5,,,,,,-1800.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,,
1668,2006-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3398.5,,,,,,-3305.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,93.0,,
1669,2006-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3363.5,,,,,,-3165.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,198.0,,
1670,2006-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3733.5,,,,,,-3530.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0,203.0,,
1671,2006-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3448.5,,,,,,-3285.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,163.0,,
1672,2006-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3448.5,,,,,,-3285.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,163.0,,
1673,2006-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3588.5,,,,,,-3405.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.0,183.0,,
1674,2006-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2938.5,,,,,,-2830.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,108.0,,
1675,2006-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4078.5,,,,,,-3940.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,138.0,,
1676,2006-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3763.5,,,,,,-3555.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,208.0,,
1677,2006-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4163.5,,,,,,-3930.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0,233.0,,
